"dataset","source","yi","vi","n2","n_total","n1","domain","miyake","es_id","weight"
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.546571244,0.149371528,74,146,72,"updating","no",223,6.69471627819192
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.470873261,0.688037965,32,92,60,"updating","no",224,1.45340817057966
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.3896083,0.200207513,32,92,60,"updating","no",225,4.99481755212653
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.69138531,0.194771221,15,45,30,"updating","no",226,5.13422873700627
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.386207162,0.508028568,15,45,30,"updating","no",227,1.96839324201154
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.00155656,0.096754196,15,45,30,"inhibition","yes",228,10.3354690684423
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.118447678,0.096589036,15,45,30,"shifting","no",229,10.3531419445992
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.365512959,0.110848554,15,45,30,"shifting","no",230,9.02131749954988
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.70895915,1003.43299,20,40,20,"shifting","no",231,0.000996578755099531
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.580945868,0.465905914,65,130,65,"processing speed","no",232,2.14635609884102
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.299992972,2.856150393,65,130,65,"shifting","no",233,0.35012161910341
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.476496375,4.482070001,65,130,65,"inhibition","yes",234,0.22311119633939
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.107434915,3.770708745,65,130,65,"updating","no",235,0.265202132444202
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.141246088,0.125062691,65,130,65,"updating","no",236,7.99598978723399
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.527352397,0.039364301,53,101,48,"updating","no",237,25.4037281139579
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.874352016,0.041070226,53,101,48,"shifting","yes",238,24.3485390121788
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.259350776,0.206214275,53,101,48,"updating","no",239,4.84932481032169
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.11703074,0.635116091,20,40,20,"updating","no",240,1.57451529597602
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.03406903,1.68625784,20,40,20,"updating","no",241,0.593029118251572
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.278712984,877.3535634,56,112,56,"shifting","no",242,0.00113979134720182
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.491385398,10.39661368,56,112,56,"inhibition","yes",243,0.0961851647833855
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.637281746,1.169850222,56,112,56,"updating","no",244,0.854810283568079
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.030612233,1.687347062,56,112,56,"updating","no",245,0.592646304083232
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.782699055,1.340916899,27,64,37,"processing speed","no",246,0.745758369326062
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.078626407,0.070219323,27,64,37,"updating","no",247,14.2410942925212
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.45735557,0.076634051,27,64,37,"updating","no",248,13.0490296017367
"psymetadata::maldonado2020::maldonado2020","psymetadata",0,0.062594304,27,64,37,"processing speed","no",249,15.975894547849
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.976275161,0.071791366,27,64,37,"shifting","no",250,13.9292516038767
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.346203019,35.85166538,63,123,60,"inhibition","no",251,0.0278927070583966
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.23663115,0.096228968,20,40,20,"shifting","no",252,10.3918811641002
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.719834791,967.3362046,20,40,20,"processing speed","no",253,0.0010337667454652
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.708903082,6.522316839,155,286,131,"shifting","no",254,0.153319751966131
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.091892616,0.04475732,155,286,131,"shifting","no",255,22.3427139962804
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.737475322,0.055327968,55,104,49,"updating","no",256,18.0740416853914
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.581692238,0.059233216,55,104,49,"updating","no",257,16.8824194857156
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.855716268,0.070698841,55,104,49,"updating","no",258,14.14450344384
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.483504039,0.087910541,55,104,49,"updating","no",259,11.3752001594439
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.890492807,0.735507299,55,104,49,"shifting","yes",260,1.35960581405461
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.536728595,0.638933428,55,104,49,"updating","no",261,1.56510828229823
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.307979448,0.075269174,55,104,49,"processing speed","no",262,13.2856513079312
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.678880869,0.764882633,55,104,49,"processing speed","no",263,1.30739012347271
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.202772079,0.137124049,55,104,49,"processing speed","no",264,7.29266680274297
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.89733232,0.204433434,55,104,49,"processing speed","no",265,4.89156778533594
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.117866471,75.81604978,22,46,24,"inhibition","no",266,0.0131898193443441
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.131803322,21.08433726,22,46,24,"processing speed","no",267,0.0474285716296686
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.005341179,127.7757389,22,46,24,"inhibition","no",268,0.00782621183496048
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.550723615,223.7016471,15,37,22,"inhibition","no",269,0.00447023977232039
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.739321261,1.001517675,20,40,20,"updating","no",270,0.998484624846985
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.835112667,0.416297644,20,40,20,"updating","no",271,2.40212745474966
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.089840875,2.154152511,20,40,20,"processing speed","no",272,0.464219684954331
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.466540702,8.71176218,20,40,20,"shifting","no",273,0.114787339155762
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.896237849,0.130229053,18,52,34,"updating","no",274,7.67877809877033
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.022023584,0.129063096,18,52,34,"updating","no",275,7.74814823905975
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.130872077,3.122961735,18,52,34,"shifting","no",276,0.320208854560301
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.020669564,2.210716706,18,52,34,"processing speed","no",277,0.452341992660547
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.74606315,0.051835816,50,100,50,"updating","no",278,19.2916804859405
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.251811562,5.528331093,50,100,50,"shifting","no",279,0.180886416384541
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.434587088,1.526027653,50,100,50,"shifting","yes",280,0.655296119984531
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.664932715,1.647273223,50,100,50,"updating","no",281,0.607063834971353
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.164456595,0.277859591,50,100,50,"updating","no",282,3.59894001283548
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.866809523,0.726882346,50,100,50,"inhibition","yes",283,1.37573846098059
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.990273039,0.086289468,50,100,50,"inhibition","no",284,11.588899817994
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.665021768,0.135386772,46,96,50,"updating","no",285,7.38624597682261
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.350941581,0.214423512,46,96,50,"updating","no",286,4.66366766719127
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.270856534,0.041630843,46,96,50,"processing speed","no",287,24.0206521880904
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.871767839,0.080734451,24,48,24,"updating","no",288,12.3862859982785
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.881563418,0.080829043,24,48,24,"updating","no",289,12.3717906693514
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.552254098,0.080788605,24,48,24,"updating","no",290,12.3779832564258
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.631928455,0.080767018,24,48,24,"updating","no",291,12.3812915811749
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.062230216,0.05352676,114,176,62,"processing speed","no",292,18.682244170953
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.404895387,0.055549956,83,139,56,"processing speed","no",293,18.0018144388809
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.479140339,25.69271837,114,176,62,"inhibition","no",294,0.0389215335488846
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.516602009,0.400273484,12,24,12,"updating","no",295,2.49829189284994
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.83191678,3.80366627,12,24,12,"processing speed","no",296,0.262904242647976
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.74940043,297.2627824,12,24,12,"inhibition","no",297,0.00336402691223683
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.768340539,110.439064,20,41,21,"inhibition","no",298,0.0090547670704634
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.549648977,0.221176477,276,328,52,"updating","no",299,4.52127646467576
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.126767598,0.03079095,276,328,52,"updating","no",300,32.4770752445118
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.039268355,0.031488944,276,328,52,"updating","no",301,31.7571780114316
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.669986033,1.168741651,276,328,52,"processing speed","no",302,0.855621085416421
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.036922378,2.192373028,276,328,52,"shifting","no",303,0.456126757275542
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.766199528,10.73008484,28,56,28,"inhibition","no",304,0.0931959080390645
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.218752122,34.14921722,28,56,28,"updating","no",305,0.0292832480919749
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.003444741,42.583832,48,96,48,"inhibition","no",306,0.0234830909533928
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.094134215,0.096144016,20,40,20,"inhibition","yes",307,10.4010633381489
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.18826843,0.096144016,20,40,20,"inhibition","yes",308,10.4010633381489
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.37686515,0.148048455,20,40,20,"updating","no",309,6.75454532774422
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.68268756,0.158034512,20,40,20,"updating","no",310,6.32773175520041
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.196783368,2.481927172,20,40,20,"shifting","yes",311,0.402912708834311
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.881547441,4.137407879,20,40,20,"shifting","yes",312,0.241697224263443
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.812992336,101.9682087,46,114,68,"inhibition","no",313,0.00980697820182458
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.437197004,0.03982369,46,114,68,"updating","no",314,25.1106816068526
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.842782373,301.5799798,50,102,52,"processing speed","no",315,0.00331586997473497
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.787085834,0.068152106,36,76,40,"updating","no",316,14.6730608735701
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.936529262,0.040811765,85,171,86,"updating","no",317,24.5027383647828
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.472340569,0.038481159,85,171,86,"updating","no",318,25.9867432787043
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.51444799,0.299729489,85,171,86,"inhibition","yes",319,3.33634172378681
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.465224545,0.468181723,56,119,63,"inhibition","yes",320,2.13592276433226
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.623922274,0.177298679,79,136,57,"processing speed","no",321,5.64019994756983
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.944156947,0.114077315,79,136,57,"processing speed","no",322,8.7659847183465
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.989620481,27872.96575,79,136,57,"processing speed","no",323,3.58770576826759e-05
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.721148864,0.050551672,79,136,57,"updating","no",324,19.7817393656139
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.447458766,3.983376682,26,52,26,"processing speed","no",325,0.251043293123339
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.870065337,72.52604194,31,55,24,"inhibition","yes",326,0.0137881507559352
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.874704901,65.21825859,31,55,24,"inhibition","yes",327,0.0153331294275516
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.787655922,37.54637738,31,55,24,"processing speed","no",328,0.0266337279327692
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.25281034,1.166399888,20,40,20,"processing speed","no",329,0.857338902625135
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.358649382,0.145060803,20,40,20,"updating","no",330,6.89366099814021
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.094206537,0.149275097,20,40,20,"updating","no",331,6.69904103294604
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.212540685,0.1229194,20,40,20,"updating","no",332,8.13541231083133
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.352608638,2.093832694,20,40,20,"updating","no",333,0.477593077453398
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.172204449,132.9469003,20,40,20,"shifting","no",334,0.007521800040042
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.62802162,2.743292385,65,159,94,"inhibition","no",335,0.364525489688187
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.068054249,0.612094488,72,134,62,"updating","no",336,1.63373469228169
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.516867516,0.273947144,72,134,62,"updating","no",337,3.65033920558048
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.522103403,0.058983251,72,134,62,"shifting","no",338,16.9539654570753
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.570078679,0.066037086,72,134,62,"updating","no",339,15.1430061586909
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.018916682,2.871059831,72,134,62,"shifting","no",340,0.348303434572346
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.289821745,0.931298937,72,134,62,"inhibition","yes",341,1.0737690770069
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.042888456,0.001233936,1153,3890,2737,"inhibition","no",342,810.41480271262
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.217125829,750.8781678,60,162,102,"shifting","no",343,0.00133177397197458
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.184162109,741.7683248,60,162,102,"updating","no",344,0.00134812982243428
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.189817031,0.071858058,60,162,102,"processing speed","no",345,13.916323761491
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.30783237,0.124246485,24,43,19,"updating","yes",346,8.0485174288834
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.725120839,0.172983122,24,43,19,"updating","no",347,5.7809108104778
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.400065145,0.60903598,24,43,19,"updating","no",348,1.64193911827672
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.376341389,0.638165924,24,43,19,"inhibition","yes",349,1.56699059349963
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.711860391,10.77986805,24,43,19,"inhibition","no",350,0.0927655139526499
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.500358579,191.147441,24,43,19,"shifting","no",351,0.00523156362841394
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.177139553,468.5294923,24,43,19,"shifting","yes",352,0.00213433736068785
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.07449056,0.110313969,24,43,19,"updating","no",353,9.06503509088681
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.258648074,0.105382045,24,43,19,"updating","no",354,9.48928254334028
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.859028268,0.103353593,24,43,19,"updating","no",355,9.67552235944037
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.060230812,1.86712522,24,43,19,"processing speed","no",356,0.535582717906837
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.385224498,2.212103867,24,43,19,"updating","no",357,0.452058339085214
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.224698861,0.783605574,24,43,19,"updating","no",358,1.27615222910602
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.998329765,0.406379204,30,60,30,"processing speed","no",359,2.4607558412364
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.90407259,0.085572039,30,60,30,"inhibition","yes",360,11.686060209457
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.36262692,0.679417166,23,46,23,"processing speed","no",361,1.47184977071951
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.921271722,0.125791588,23,46,23,"updating","no",362,7.94965717421422
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.587185296,0.093799393,23,46,23,"inhibition","yes",363,10.6610498001837
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.384769084,22.71861044,16,32,16,"inhibition","no",364,0.0440167765823974
"psymetadata::maldonado2020::maldonado2020","psymetadata",3.193577184,0.099894795,33,60,27,"processing speed","no",365,10.0105315797485
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.376859354,0.117293506,33,60,27,"updating","no",366,8.52562118826937
"psymetadata::maldonado2020::maldonado2020","psymetadata",-2.072809793,1.4963955,33,60,27,"shifting","yes",367,0.668272525545553
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.082710933,0.150893223,1059,5047,3988,"processing speed","no",368,6.62720286649322
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.83155329,0.172447477,1059,5047,3988,"processing speed","no",369,5.79886709505179
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.458047309,0.314821487,1059,5047,3988,"processing speed","no",370,3.17640326754444
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.565431053,0.037268911,1059,5047,3988,"updating","no",371,26.832015563857
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.307082775,0.010431994,1059,5047,3988,"updating","no",372,95.8589508391205
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.829755649,56.13860006,15,30,15,"inhibition","no",373,0.0178130555256315
"psymetadata::maldonado2020::maldonado2020","psymetadata",3.109467644,27.15825266,51,96,45,"inhibition","no",374,0.0368212201469371
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.285266739,0.135514568,15,31,16,"shifting","no",375,7.37928043278712
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.787000802,0.138575797,15,31,16,"inhibition","yes",376,7.21626735439234
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.739224153,0.934443986,15,31,16,"processing speed","no",377,1.07015510290844
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.659500845,56.47980134,29,54,25,"inhibition","no",378,0.0177054447125292
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.379336841,0.116259123,18,34,16,"updating","no",379,8.60147551603327
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.202600554,8.920010727,25,52,27,"inhibition","yes",380,0.112107488500333
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.414909087,0.051240513,34,78,44,"inhibition","no",381,19.5158077359608
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.864974121,0.165922635,60,120,60,"shifting","yes",382,6.02690525014866
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.83524788,0.185059891,52,104,52,"shifting","yes",383,5.40365605208316
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.352763916,0.093386401,60,120,60,"shifting","yes",384,10.7081972245616
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.261669804,0.242826668,52,104,52,"updating","no",385,4.11816382539994
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.088748208,0.261161056,52,104,52,"updating","no",386,3.82905481895432
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.254895681,0.393280306,52,104,52,"updating","no",387,2.54271567821654
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.862854419,0.128116585,57,112,55,"updating","no",388,7.80539069161108
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.896568194,0.129650757,57,112,55,"updating","no",389,7.7130286250469
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.51904132,0.035300056,57,112,55,"inhibition","yes",390,28.3285669575142
"psymetadata::maldonado2020::maldonado2020","psymetadata",-2.070591336,0.694706184,32,64,32,"processing speed","no",391,1.43945746134311
"psymetadata::maldonado2020::maldonado2020","psymetadata",-2.276351533,1.210879508,32,64,32,"processing speed","no",392,0.825846001516445
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.8246703,1.909780729,32,64,32,"inhibition","no",393,0.523620321859473
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.745428668,1.681064474,32,64,32,"inhibition","no",394,0.594861181987003
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.443597313,0.042467336,48,95,47,"updating","yes",395,23.547509549457
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.483716508,0.063206762,48,95,47,"inhibition","no",396,15.8210920534104
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.285573761,3.370718033,48,95,47,"updating","no",397,0.296672694129204
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.777674916,0.122100715,21,44,23,"updating","no",398,8.18996023078161
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.478759689,0.233444451,21,44,23,"updating","no",399,4.28367432044894
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.73060409,0.393062711,21,44,23,"updating","no",400,2.54412329639684
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.755621902,0.08803517,21,44,23,"processing speed","no",401,11.3590965974167
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.979912615,0.088441071,21,44,23,"inhibition","no",402,11.3069639330804
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.905523932,0.180888345,16,32,16,"shifting","yes",403,5.52827215042517
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.401376156,0.284982213,16,32,16,"updating","no",404,3.5089909277952
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.866172229,1.123696499,16,32,16,"inhibition","yes",405,0.8899200103319
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.347319561,0.610265435,16,32,16,"updating","no",406,1.63863122937644
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.835849425,0.228118694,18,36,18,"shifting","yes",407,4.38368282083887
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.27299868,0.333815929,18,36,18,"updating","no",408,2.99566291817069
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.898486472,0.997033361,18,36,18,"inhibition","yes",409,1.00297546613388
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.508091393,0.514104933,18,36,18,"updating","no",410,1.94512819428636
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.562182695,0.106629383,18,36,18,"updating","no",411,9.37827803054999
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.436748639,1.242763683,16,32,16,"inhibition","yes",412,0.804658209504502
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.746284747,0.420281005,16,32,16,"updating","no",413,2.37936044718462
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.452713091,0.613187347,16,32,16,"updating","no",414,1.63082295303787
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.60566614,0.277262455,16,32,16,"shifting","no",415,3.60669099608167
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.543041829,0.119465829,16,32,16,"updating","no",416,8.37059440653946
"psymetadata::maldonado2020::maldonado2020","psymetadata",7.120158828,0.181438167,37,75,38,"shifting","no",417,5.51151952499608
"psymetadata::maldonado2020::maldonado2020","psymetadata",8.705696606,0.06717668,37,75,38,"inhibition","yes",418,14.8861182184056
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.213082133,0.068945635,37,75,38,"updating","no",419,14.5041814467297
"psymetadata::maldonado2020::maldonado2020","psymetadata",11.95520967,0.08301369,37,75,38,"processing speed","no",420,12.0462058727904
"psymetadata::maldonado2020::maldonado2020","psymetadata",3.076424061,0.054462603,37,75,38,"updating","no",421,18.3612230212353
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.820200414,0.62593519,19,31,12,"inhibition","yes",422,1.59760949052888
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.432524369,1.411300795,29,113,84,"processing speed","no",423,0.708566170686526
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.469276915,3.219770159,29,113,84,"shifting","no",424,0.310581175244689
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.395876083,0.700108919,29,113,84,"updating","no",425,1.4283491794796
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.870724411,0.469353408,35,76,41,"inhibition","yes",426,2.13059068700743
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.779701472,0.112226049,35,76,41,"updating","no",427,8.91058723808409
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.878933888,0.128938445,35,76,41,"shifting","yes",428,7.75563874684544
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.838567657,0.069242107,35,76,41,"updating","no",429,14.4420792972114
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.675645868,0.045298431,60,120,60,"updating","no",430,22.0758198004695
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.623131142,0.044442153,60,120,60,"updating","no",431,22.501160103562
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.585909171,0.460732779,60,120,60,"processing speed","no",432,2.17045551256513
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.559742622,0.425766049,60,120,60,"processing speed","no",433,2.34870770543755
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.866992544,0.274017569,60,120,60,"processing speed","no",434,3.64940103530369
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.179294383,0.041350047,60,120,60,"shifting","yes",435,24.1837693679042
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.160087858,0.30487589,60,120,60,"updating","no",436,3.28002322518845
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.565622188,0.179665258,60,120,60,"updating","no",437,5.56590634790394
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.265160886,0.034786753,60,120,60,"inhibition","yes",438,28.7465748815361
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.357714961,0.036082792,60,120,60,"updating","no",439,27.7140416406801
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.563103026,0.34493521,34,68,34,"processing speed","no",440,2.89909516630674
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.119848863,1.871992128,34,68,34,"shifting","no",441,0.53419028052665
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.882532617,0.48383088,75,131,56,"processing speed","no",442,2.06683790005301
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.26773514,0.684239017,75,131,56,"processing speed","no",443,1.46147760527371
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.997633504,0.103021262,75,131,56,"processing speed","no",444,9.7067341302808
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.044775379,0.049426358,75,131,56,"updating","no",445,20.2321198741773
