"dataset","source","yi","vi","type_es","similarity","es","es_id","year","jrnl_impact","citations","weight"
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0168616458136549,0.0065359477124183,"2","1",0.033560378,386,1937,NA,6,153
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.141153381389836,0.0769230769230772,"2","1",0.267795421,387,1971,0.521,15,13
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0587808723721137,0.0769230769230772,"2","1",0.111213304,388,1971,0.521,15,13
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.116024841589904,0.0769230769230772,"2","1",0.219884994,389,1971,0.521,15,13
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.183471372031293,0.0769230769230772,"2","1",-0.348877329,390,1971,0.521,15,13
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.410983821912259,0.0384615384615384,"2","1",0.822092109,391,1994,NA,NA,26
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0868342092302053,0.0526315789473685,"2","1",0.167283455,392,1984,NA,4,19
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.339933700102998,0.0526315789473685,"2","1",0.666719073,393,1984,NA,4,19
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.430083502855488,0.0588235294117647,"2","1",0.849455154,394,1986,2.282,4,17
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.405213651991888,0.0588235294117647,"2","1",0.79760029,395,1986,2.282,4,17
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.0316565491468263,0.0769230769230772,"2","1",-0.059869655,396,1976,NA,21,13
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.69357782306459,0.0769230769230772,"2","1",1.419199832,397,1976,NA,21,13
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.20884609948517,0.0769230769230772,"2","1",-0.397786026,398,1976,NA,21,13
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.453024041215269,0.0454545454545453,"2","1",0.907183241,399,1994,0.86,4,22.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.449532609663218,0.0526315789473685,"2","1",0.894349818,400,1972,NA,36,19
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.365183324515177,0.0370370370370369,"2","1",0.726527398,401,1986,NA,2,27.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.072594986193616,0.008,"2",NA,-0.144450827,402,1971,NA,NA,125
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.526048532466045,0.0769230769230772,"2","1",1.041226117,403,1988,0.402,1,13
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.321151599249918,0.0769230769230772,"2","1",0.617761221,404,1988,0.402,1,13
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.30844834545067,0.142857142857143,"2",NA,0.566074459,405,1980,NA,NA,7.00000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",1.45066171507389,0.142857142857143,"2",NA,3.641374073,406,1980,NA,NA,7.00000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.647061877289964,0.142857142857143,"2",NA,1.252177277,407,1980,NA,NA,7.00000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.303205066090756,0.0588235294117647,"2","1",0.589727112,408,1978,NA,9,17
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.608054499544005,0.0285714285714285,"4","1",1.292445332,409,1987,5.228,897,35.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.348078628913522,0.04,"4","1",0.712119206,410,2000,NA,246,25
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.383598513429345,0.0909090909090911,"4","1",0.820347482,411,1993,NA,NA,11
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.325189125179965,0.0476190476190474,"4","1",0.664212017,412,2006,3.384,76,21.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.342639835278551,0.0208333333333332,"4","1",0.709908847,413,2005,4.227,126,48.0000000000003
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.245605155411464,0.0103092783505155,"4","1",0.496163683,414,1989,6.918,102,96.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.273098425138108,0.0149253731343283,"4","1",0.564415194,415,1998,1.861,17,67.0000000000002
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.759245889649274,0.0232558139534885,"4","1",-1.6686451,416,1989,6.918,102,42.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.212662858833278,0.0454545454545453,"4","1",0.44639469,417,1986,2.748,53,22.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.14454388571069,0.00510204081632653,"4","1",0.290099135,418,1998,1.861,17,196
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.137644339819725,0.00709219858156029,"4","1",-0.276827082,419,1998,1.861,17,141
"psymetadata::nuijten2020::nuijten2020","psymetadata",0,0.000828500414250208,"4","1",0,420,1989,6.918,102,1207
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.0593623214406276,0.00258397932816538,"4","1",-0.128399016,421,2004,4.227,14,387
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.300009510413117,0.0232558139534885,"4",NA,0.614308575,422,1978,NA,NA,42.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.504022671897331,0.021276595744681,"4",NA,1.072949182,423,1987,NA,NA,46.9999999999997
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.503049785899395,0.05,"4",NA,1.139973478,424,1990,NA,286,20
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.336306887120811,0.0370370370370369,"4",NA,0.685364699,425,1991,NA,NA,27.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.232197933089237,0.00317460317460317,"4",NA,0.748606858,426,1991,NA,0,315
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.166579795787211,0.021276595744681,"4",NA,0.341604338,427,1991,NA,37,46.9999999999997
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.731318063062212,0.0169491525423729,"4",NA,1.596543276,428,1993,NA,45,58.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.683418750734982,0.0142857142857142,"4",NA,1.476997281,429,1994,NA,295,70.0000000000004
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.726673971563324,0.0222222222222222,"4",NA,1.584675794,430,1994,NA,83,45
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.21293275924994,0.0151515151515152,"4",NA,0.432788329,431,1994,NA,30,65.9999999999997
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.354408044802028,0.0232558139534885,"4",NA,0.734947901,432,1995,NA,26,42.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.449087824497731,0.0256410256410256,"4",NA,1.056098821,433,1995,NA,213,39.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.753190260289788,0.025,"4",NA,1.653349754,434,1995,NA,19,40
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0702661547905021,0.024390243902439,"4",NA,0.141232798,435,1997,NA,34,41
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.767327338474663,0.03125,"4",NA,1.690439552,436,1997,NA,NA,32
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.551205666716829,0.0263157894736844,"4",NA,1.159434299,437,1998,NA,NA,37.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.561783426864769,0.00492610837438423,"4",NA,1.233507056,438,1998,NA,59,203
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.452254552406453,0.0181818181818181,"4",NA,0.937892893,439,1998,NA,122,55.0000000000003
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.230041524415764,0.0204081632653062,"4",NA,0.464151663,440,1998,NA,NA,48.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.547613376487087,0.0270270270270269,"4",NA,1.150792911,441,1999,NA,59,37.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.6696278156837,0.021276595744681,"4",NA,1.452104118,442,1999,NA,NA,46.9999999999997
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.0908565347241748,0.0172413793103449,"4",NA,-0.193810108,443,1999,NA,NA,57.9999999999996
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.550937584759347,0.00826446280991735,"4",NA,1.158469727,444,2000,NA,60,121
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.573270786742184,0.0232558139534885,"4",NA,1.229111816,445,2000,NA,12,42.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.38237736876966,0.0185185185185184,"4",NA,0.820886815,446,2000,NA,13,54.0000000000003
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.618626915236435,0.0136986301369864,"4",NA,1.365835652,447,2000,NA,17,72.9999999999995
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.714244855846626,0.021276595744681,"4",NA,1.585107625,448,2000,NA,42,46.9999999999997
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.355415984307429,0.00561797752808988,"4",NA,0.726435681,449,2000,NA,NA,178
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.421202185262786,0.00714285714285715,"4",NA,1.124639696,450,2000,NA,276,140
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.874545371627375,0.0232558139534885,"4",NA,1.980733365,451,2001,NA,25,42.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.611508624492965,0.00943396226415094,"4",NA,1.546880374,452,2001,NA,NA,106
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.712583124645571,0.0200000000000001,"4",NA,1.555815068,453,2001,NA,23,49.9999999999997
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.500799308663203,0.00625,"4",NA,1.184487791,454,2001,NA,NA,160
"psymetadata::nuijten2020::nuijten2020","psymetadata",1.08647823874045,0.0103092783505155,"4",NA,2.626415157,455,2001,NA,105,96.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.598994784078558,0.0136986301369864,"4",NA,1.272688459,456,2001,NA,23,72.9999999999995
"psymetadata::nuijten2020::nuijten2020","psymetadata",0,0.012987012987013,"4",NA,0,457,2001,NA,105,76.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.636195641355041,0.0238095238095238,"4",NA,1.3684509,458,2002,NA,NA,42
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.276636215847905,0.0188679245283019,"4",NA,0.620200719,459,2003,NA,13,53
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.565161089473488,0.0108695652173912,"4",NA,1.211009975,460,2002,NA,36,92.0000000000007
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.471016094720678,0.0119047619047619,"4",NA,1.07976818,461,2003,NA,98,84.0000000000003
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.632556697347997,0.0149253731343283,"4",NA,1.351185339,462,2002,NA,55,67.0000000000002
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.544082357072429,0.0163934426229508,"4",NA,1.144890721,463,2002,NA,45,61
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0379441996118151,0.0138888888888889,"4",NA,0.075967409,464,2002,NA,14,71.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.190743034636889,0.024390243902439,"4",NA,0.383803543,465,2002,NA,11,41
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.482888838556479,0.0075187969924812,"4",NA,1.0502026,466,2003,NA,NA,133
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.685013434074565,0.0161290322580646,"4",NA,1.501370109,467,2003,NA,198,61.9999999999995
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.438027128752327,0.0263157894736844,"4",NA,0.904607779,468,2003,NA,52,37.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.630421409714108,0.0256410256410256,"4",NA,1.352180889,469,2003,NA,NA,39.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.869419239929176,0.0133333333333333,"4",NA,2.009052377,470,2003,NA,12,75.0000000000002
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.237773654936939,0.0175438596491227,"4",NA,0.489939735,471,2003,NA,68,57.0000000000003
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.325961346785112,0.0135135135135135,"4",NA,0.756602961,472,2003,NA,NA,74.0000000000003
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0998739041887889,0.0434782608695653,"4",NA,0.200080048,473,2003,NA,NA,23
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.458788370806301,0.00552486187845303,"4",NA,0.951513121,474,2004,NA,NA,181
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.245321940371667,0.00529100529100529,"4",NA,0.564619561,475,2004,NA,NA,189
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.596184888914732,0.0105263157894736,"4",NA,1.265325484,476,2004,NA,NA,95.0000000000008
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.568050455781028,0.0108695652173912,"4",NA,1.217851839,477,2005,NA,NA,92.0000000000007
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.56719789310652,0.0091743119266055,"4",NA,1.19620679,478,2005,NA,NA,109
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.913417049576676,0.00392156862745099,"4",NA,2.117276264,479,2005,NA,NA,255
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.368676586293036,0.0303030303030304,"4",NA,0.754170867,480,2005,NA,NA,32.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.683159848304444,0.0370370370370369,"4",NA,1.475106065,481,2005,NA,NA,27.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.267188562845124,0.00819672131147541,"4",NA,0.55015118,482,2005,NA,NA,122
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.674698974870933,0.0277777777777779,"4",NA,1.466231956,483,2006,NA,NA,35.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.347722157819113,0.0222222222222222,"4",NA,0.732813611,484,2006,NA,NA,45
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.235521055980864,0.00431034482758621,"4",NA,0.494709416,485,2007,NA,NA,232
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.508289324351562,0.0232558139534885,"4",NA,1.060921146,486,2007,NA,NA,42.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.0670229429692895,0.00520833333333333,"4",NA,-0.197311854,487,2007,NA,NA,192
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.476138930201597,0.0166666666666668,"4",NA,0.998915034,488,2007,NA,NA,59.9999999999996
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.247789082096391,0.0107526881720431,"4",NA,0.500773812,489,2007,NA,NA,92.9999999999991
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.387577006040047,0.0178571428571428,"4",NA,0.794821216,490,2007,NA,NA,56.0000000000002
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.659668921765285,0.00781249999999999,"4",NA,1.418162752,491,2007,NA,NA,128
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.176374109835961,0.00662251655629138,"4",NA,0.459664111,492,2007,NA,NA,151
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.51387727412364,0.0232558139534885,"4",NA,1.082839534,493,2007,NA,NA,42.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.6083725574553,0.03125,"4",NA,1.3066042,494,2008,NA,NA,32
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.107401277806157,0.0232558139534885,"4",NA,0.215215753,495,2008,NA,NA,42.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.0914084221330397,0.0666666666666666,"4",NA,-0.184212182,496,2008,NA,NA,15
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.251852614837551,0.0112359550561798,"4",NA,0.519079185,497,2008,NA,NA,89
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.992385018928559,0.0114942528735631,"4",NA,2.332157592,498,2008,NA,NA,87.0000000000008
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0680589376147102,0.0175438596491227,"4",NA,0.136222983,499,2008,NA,NA,57.0000000000003
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.295631316530922,0.0232558139534885,"4",NA,0.614611585,500,2008,NA,NA,42.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.323922132335122,0.00454545454545454,"4",NA,0.704951341,501,2008,NA,NA,220
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.713471456956033,0.04,"4",NA,1.551124007,502,2008,NA,NA,25
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0472412072238679,0.012987012987013,"4",NA,0.094784519,503,2008,NA,NA,76.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.569386634702748,0.0200000000000001,"4",NA,1.2032395,504,2008,NA,NA,49.9999999999997
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.739291793379674,0.0238095238095238,"4",NA,1.715087237,505,2008,NA,NA,42
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.371975555366059,0.0103092783505155,"4",NA,0.878988566,506,2008,NA,NA,96.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",1.46215230164165,0.0285714285714285,"4",NA,4.083500263,507,2008,NA,NA,35.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.562113398876401,0.0153846153846153,"4",NA,1.184373136,508,2008,NA,NA,65.0000000000005
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.889178055562067,0.0136986301369864,"4",NA,2.112583722,509,2008,NA,NA,72.9999999999995
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.194880253284305,0.0285714285714285,"4",NA,0.39223227,510,2008,NA,NA,35.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.104689308305277,0.00952380952380952,"4",NA,0.209761286,511,2008,NA,NA,105
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.713427090934057,0.00274725274725275,"4",NA,1.561768682,512,2008,NA,NA,364
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.110826440548981,0.0294117647058824,"4",NA,-0.226191777,513,2009,NA,NA,33.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.576532258178892,0.0185185185185184,"4",NA,1.233485218,514,2009,NA,NA,54.0000000000003
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.364621677915856,0.0072992700729927,"4",NA,0.753235499,515,2009,NA,NA,137
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.387121793071309,0.0175438596491227,"4",NA,0.793727458,516,2009,NA,NA,57.0000000000003
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.499464689404632,0.021276595744681,"4",NA,1.0409835,517,2010,NA,NA,46.9999999999997
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.31998205734641,0.021276595744681,"4",NA,0.650940989,518,2010,NA,NA,46.9999999999997
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.652666566082356,0.0222222222222222,"4","1",-1.4,519,2004,4.426,99,45
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.594378911302242,0.0454545454545453,"4","1",-1.26,520,1998,9.472,35,22.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.445151759147682,0.0232558139534885,"4","1",-0.92,521,1993,1.812,85,42.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.266822666909941,0.0114942528735631,"4","1",-0.54,522,2001,13.559,28,87.0000000000008
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.329030893322087,0.0149253731343283,"4","1",-0.67,523,2000,2.682,45,67.0000000000002
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.499028444456403,0.008,"4","1",-1.04,524,2005,3.451,73,125
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.271646760513775,0.0144927536231884,"4","1",-0.55,525,2001,13.559,61,69.0000000000002
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.44060500286291,0.0103092783505155,"4","1",-0.91,526,2003,2.158,57,96.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.590143685781959,0.0270270270270269,"4","1",-1.25,527,2003,2.237,24,37.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.290880634684532,0.0114942528735631,"4","1",-0.59,528,2002,5.545,31,87.0000000000008
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.3384985964017,0.0196078431372549,"4","1",-0.69,529,1999,2.682,139,51
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.422332669526361,0.00826446280991735,"4","1",-0.87,530,2000,9.472,60,121
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.521094747786225,0.00416666666666667,"4","1",-1.09,531,2005,15.147,117,240
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.380734623641985,0.04,"4","1",-0.78,532,1978,5.545,235,25
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.22314355131421,0.0222222222222222,"4","1",-0.45,533,2002,4.426,13,45
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.149443120184958,0.0158730158730158,"4","1",-0.3,534,2001,1.147,15,63.0000000000004
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.422332669526361,0.0103092783505155,"4","1",-0.87,535,2002,3.355,24,96.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.551599561577318,0.00704225352112676,"4","1",-1.16,536,2002,1.921,128,142
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.37140239146356,0.0149253731343283,"4","1",-0.76,537,2005,3.21,14,67.0000000000002
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.568824898732248,0.0099009900990099,"4","0",-1.2,538,2004,1.812,14,101
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.413145994832217,0.0303030303030304,"4","0",-0.85,539,1992,13.747,672,32.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.124676746921443,0.0103092783505155,"4","1",-0.25,540,2001,8.607,103,96.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.00999983334083285,0.00469483568075118,"4","1",-0.02,541,2005,9.472,45,213
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.512295702969837,0.0153846153846153,"4","1",-1.07,542,1997,4.426,43,65.0000000000005
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.408540207829808,0.0322580645161291,"4","1",-0.84,543,1996,9.472,34,31
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.276464691365661,0.0232558139534885,"4","1",-0.56,544,1997,4.426,36,42.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.449689892515991,0.0333333333333332,"4","1",-0.93,545,1998,3.425,106,30.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.57310763187148,0.0169491525423729,"4","1",-1.21,546,2004,4.092,21,58.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.366724604230137,0.0101010101010101,"4","1",-0.75,547,2005,4.426,52,99.0000000000004
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.644455004844934,0.0270270270270269,"4","1",1.38,548,1996,2.025,35,37.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.257156348513015,0.012987012987013,"4","1",0.52,549,2001,1.12,NA,76.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.383778606565135,0.00909090909090908,"4","1",0.81,550,1990,3.167,155,110
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.104808013476227,0.0114942528735631,"4","1",0.21,551,1996,NA,13,87.0000000000008
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.265374239156218,0.0136986301369864,"4","1",0.54,552,1990,5.228,368,72.9999999999995
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0549246167332756,0.0222222222222222,"4","1",0.11,553,1996,2.397,NA,45
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.221307249813658,0.0285714285714285,"4","1",0.48,554,1997,14.392,2585,35.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.362039121240971,0.0370370370370369,"4","0",0.74,555,2001,2.397,NA,27.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.295656435418799,0.0111111111111111,"4","0",0.6,556,1998,8.303,322,90
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.507964177448013,0.0294117647058824,"4","0",1.07,557,1999,3.167,46,33.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.187608667984734,0.025,"4","0",0.38,558,2000,5.228,66,40
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.41700604232896,0.025,"4","0",0.87,559,2002,3.425,9,40
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0349928581029374,0.024390243902439,"4","0",0.07,560,2000,5.228,56,41
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0549723085118352,0.012987012987013,"4","0",0.11,561,2000,1.703,32,76.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.173689331451673,0.0126582278481012,"4","0",0.36,562,1996,3.167,128,79.0000000000005
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.276464691365661,0.0270270270270269,"4","1",0.56,563,1995,2.682,80,37.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.310010416495237,0.0285714285714285,"4","0",0.63,564,1995,9.472,93,35.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.2377537491524,0.0204081632653062,"4","0",0.48,565,1997,6.354,496,48.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.328980243193722,0.0091743119266055,"4","0",0.67,566,1996,13.747,700,109
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.242612911397075,0.0103092783505155,"4","0",0.49,567,2001,13.747,239,96.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.165374756061888,0.021276595744681,"4","0",0.37,568,1989,3.167,95,46.9999999999997
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.144496643818822,0.0222222222222222,"4","1",0.29,569,1986,1.633,202,45
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.58949123045856,0.00892857142857143,"4","0",1.38,570,2001,3.167,195,112
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.617687516813985,0.0172413793103449,"4","0",1.33,571,2000,3.167,95,57.9999999999996
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.583806954029148,0.00854700854700856,"4","0",1.31,572,2001,3.18,117,117
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.31177173972152,0.00293255131964809,"4","0",0.75,573,2001,2.682,71,341
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.48567948296045,0.0140845070422534,"4","0",1.01,574,2000,2.181,54,71.0000000000004
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.529856898372382,0.024390243902439,"4","0",1.11,575,2000,6.354,49,41
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.245020296052691,0.00617283950617284,"4","1",0.53,576,2001,2.67,11,162
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.46265227624464,0.0625,"4","0",0.96,577,1994,6.354,143,16
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.445151759147682,0.0588235294117647,"4","0",0.92,578,1999,13.559,162,17
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.183970095220643,0.0200000000000001,"4","1",0.43,579,1987,3.309,119,49.9999999999997
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.103736890284025,0.0270270270270269,"4","1",0.24,580,1998,1.812,81,37.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.599185787751047,0.0208333333333332,"4","1",1.37,581,1997,1.666,44,48.0000000000003
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.542930505457726,0.0303030303030304,"4","0",1.14,582,1994,13.559,261,32.9999999999999
